wellID, constituentID, mdl, pql, observed, sampleDate
4,5,NULL,NULL,<0.0002*,2021-11-02
4,5,NULL,NULL,<0.0002*,2022-05-23
5,5,NULL,NULL,<0.001,2016-03-02
5,5,NULL,NULL,<0.001,2016-04-20
5,5,NULL,NULL,n/a,2016-06-07
5,5,NULL,NULL,<0.001,2016-06-08
5,5,NULL,NULL,<0.001,2016-08-31
5,5,NULL,NULL,<0.001,2016-10-19
5,5,NULL,NULL,<0.001,2017-02-01
5,5,NULL,NULL,n/a,2017-03-22
5,5,NULL,NULL,<0.001,2017-05-03
5,5,NULL,NULL,<0.001,2017-06-07
5,5,NULL,NULL,n/a,2017-09-13
5,5,NULL,NULL,<0.001*,2018-01-23
5,5,NULL,NULL,<0.001*,2018-05-02
5,5,NULL,NULL,n/a,2018-08-29
5,5,NULL,NULL,<0.001*,2018-11-28
5,5,NULL,NULL,<0.001*,2019-05-29
5,5,NULL,NULL,<0.001*,2019-10-01
5,5,NULL,NULL,<0.001*,2020-03-31
5,5,NULL,NULL,<0.001*,2020-09-01
5,5,NULL,NULL,<0.000203*,2021-05-18
5,5,NULL,NULL,<0.0002*,2021-11-01
5,5,NULL,NULL,<0.0002*,2022-05-23
6,5,NULL,NULL,<0.001*,2019-01-08
6,5,NULL,NULL,<0.001*,2019-10-02
6,5,NULL,NULL,<0.001*,2020-03-31
6,5,NULL,NULL,<0.001*,2020-09-01
6,5,NULL,NULL,<0.000203*,2021-05-18
6,5,NULL,NULL,<0.0002*,2021-11-01
6,5,NULL,NULL,<0.0002*,2022-05-23
7,5,NULL,NULL,<0.001,2016-03-02
7,5,NULL,NULL,<0.001,2016-04-20
7,5,NULL,NULL,n/a,2016-06-07
7,5,NULL,NULL,<0.001,2016-06-08
7,5,NULL,NULL,<0.001,2016-08-31
7,5,NULL,NULL,<0.001,2016-10-19
7,5,NULL,NULL,<0.001,2017-01-31
7,5,NULL,NULL,n/a,2017-03-22
7,5,NULL,NULL,<0.001,2017-05-03
7,5,NULL,NULL,0.00077(J),2017-06-07
7,5,NULL,NULL,n/a,2017-09-13
7,5,NULL,NULL,<0.001*,2018-01-22
7,5,NULL,NULL,<0.001*,2018-05-02
7,5,NULL,NULL,n/a,2018-08-29
7,5,NULL,NULL,<0.001*,2018-11-28
7,5,NULL,NULL,<0.001*,2019-05-29
7,5,NULL,NULL,<0.001*,2019-10-01
7,5,NULL,NULL,<0.001*,2020-03-31
7,5,NULL,NULL,<0.001*,2020-09-01
7,5,NULL,NULL,<0.000203*,2021-05-19
7,5,NULL,NULL,<0.0002*,2021-10-26
7,5,NULL,NULL,<0.0002*,2022-05-24
8,5,NULL,NULL,n/a,2020-06-17
8,5,NULL,NULL,<0.001*,2020-09-02
8,5,NULL,NULL,<0.000203*,2021-05-19
8,5,NULL,NULL,<0.0002*,2021-10-26
8,5,NULL,NULL,<0.0002*,2022-05-25
9,5,NULL,NULL,<0.001,2016-03-02
9,5,NULL,NULL,<0.001,2016-04-20
9,5,NULL,NULL,<0.001,2016-06-08
9,5,NULL,NULL,<0.001,2016-08-30
9,5,NULL,NULL,<0.001,2016-10-18
9,5,NULL,NULL,<0.001,2017-01-31
9,5,NULL,NULL,n/a,2017-03-22
9,5,NULL,NULL,<0.001,2017-05-02
9,5,NULL,NULL,<0.001,2017-06-06
9,5,NULL,NULL,n/a,2017-09-13
9,5,NULL,NULL,<0.001*,2018-01-23
9,5,NULL,NULL,<0.001*,2018-05-02
9,5,NULL,NULL,n/a,2018-08-29
9,5,NULL,NULL,<0.001*,2018-11-27
9,5,NULL,NULL,<0.001*,2019-05-29
9,5,NULL,NULL,<0.001*,2019-10-01
9,5,NULL,NULL,<0.001*,2020-03-31
9,5,NULL,NULL,<0.001*,2020-09-02
9,5,NULL,NULL,<0.000203*,2021-05-25
9,5,NULL,NULL,<0.0002*,2021-10-27
9,5,NULL,NULL,<0.0002*,2022-05-25
10,5,NULL,NULL,n/a,2020-06-17
10,5,NULL,NULL,<0.001*,2020-09-02
10,5,NULL,NULL,<0.000203*,2021-05-25
10,5,NULL,NULL,<0.0002*,2021-10-26
10,5,NULL,NULL,<0.0002*,2022-05-24
11,5,NULL,NULL,<0.001,2016-03-02
11,5,NULL,NULL,<0.001,2016-04-19
11,5,NULL,NULL,<0.001,2016-06-08
11,5,NULL,NULL,<0.001,2016-08-31
11,5,NULL,NULL,<0.001,2016-10-19
11,5,NULL,NULL,<0.001,2017-01-31
11,5,NULL,NULL,n/a,2017-03-21
11,5,NULL,NULL,<0.001,2017-05-02
11,5,NULL,NULL,<0.001,2017-06-06
11,5,NULL,NULL,n/a,2017-09-13
11,5,NULL,NULL,<0.001*,2018-01-22
11,5,NULL,NULL,<0.001*,2018-05-01
11,5,NULL,NULL,n/a,2018-08-29
11,5,NULL,NULL,<0.001*,2018-11-27
11,5,NULL,NULL,<0.001*,2019-05-29
11,5,NULL,NULL,<0.001*,2019-10-01
11,5,NULL,NULL,<0.001*,2020-04-01
11,5,NULL,NULL,<0.001*,2020-09-02
11,5,NULL,NULL,<0.000203*,2021-05-11
11,5,NULL,NULL,<0.0002*,2021-10-26
11,5,NULL,NULL,<0.0002*,2022-05-25
12,5,NULL,NULL,<0.001*,2019-07-31
12,5,NULL,NULL,n/a,2019-07-31
12,5,NULL,NULL,<0.001*,2019-10-01
12,5,NULL,NULL,n/a,2020-05-12
12,5,NULL,NULL,<0.001*,2020-09-01
12,5,NULL,NULL,<0.000203*,2021-05-25
12,5,NULL,NULL,<0.0002*,2021-10-26
12,5,NULL,NULL,0.00018(J),2022-05-24
12,5,NULL,NULL,n/a,2022-05-24
12,5,NULL,NULL,n/a,2022-05-24
13,5,NULL,NULL,<0.001,2016-03-02
13,5,NULL,NULL,<0.001,2016-04-19
13,5,NULL,NULL,<0.001,2016-06-08
13,5,NULL,NULL,<0.001,2016-08-31
13,5,NULL,NULL,<0.001,2016-10-19
13,5,NULL,NULL,<0.001,2017-01-31
13,5,NULL,NULL,n/a,2017-03-21
13,5,NULL,NULL,<0.001,2017-05-02
13,5,NULL,NULL,<0.001,2017-06-06
13,5,NULL,NULL,n/a,2017-09-13
13,5,NULL,NULL,<0.001*,2018-01-23
13,5,NULL,NULL,<0.001*,2018-05-01
13,5,NULL,NULL,n/a,2018-08-29
13,5,NULL,NULL,<0.001*,2018-11-27
13,5,NULL,NULL,<0.001*,2019-05-29
13,5,NULL,NULL,<0.001*,2019-10-01
13,5,NULL,NULL,<0.001*,2020-03-31
13,5,NULL,NULL,<0.001*,2020-09-02
13,5,NULL,NULL,<0.000203*,2021-05-19
13,5,NULL,NULL,<0.0002*,2021-11-01
13,5,NULL,NULL,<0.0002*,2022-05-25
14,5,NULL,NULL,n/a,2020-06-16
14,5,NULL,NULL,<0.001*,2020-09-02
14,5,NULL,NULL,<0.000203*,2021-05-19
14,5,NULL,NULL,<0.0002*,2021-10-26
14,5,NULL,NULL,<0.0002*,2022-05-25
15,5,NULL,NULL,<0.001*,2019-07-31
15,5,NULL,NULL,n/a,2019-07-31
15,5,NULL,NULL,<0.001*,2019-10-02
15,5,NULL,NULL,<0.001*,2020-04-01
15,5,NULL,NULL,<0.001*,2020-09-01
15,5,NULL,NULL,<0.000203*,2021-05-17
15,5,NULL,NULL,<0.0002*,2021-10-25
15,5,NULL,NULL,<0.0002*,2022-05-25
16,5,NULL,NULL,n/a,2020-06-16
16,5,NULL,NULL,<0.001*,2020-09-01
16,5,NULL,NULL,<0.000203*,2021-05-18
16,5,NULL,NULL,<0.0002*,2021-10-25
16,5,NULL,NULL,<0.0002*,2022-05-25
17,5,NULL,NULL,<0.001*,2019-03-20
17,5,NULL,NULL,<0.001*,2019-10-01
17,5,NULL,NULL,<0.001*,2020-04-01
17,5,NULL,NULL,<0.001*,2020-09-01
17,5,NULL,NULL,<0.000203*,2021-05-19
17,5,NULL,NULL,<0.0002*,2021-10-25
17,5,NULL,NULL,<0.0002*,2022-05-23
18,5,NULL,NULL,<0.001*,2019-07-31
18,5,NULL,NULL,n/a,2019-07-31
18,5,NULL,NULL,<0.001*,2019-10-01
18,5,NULL,NULL,n/a,2020-05-12
18,5,NULL,NULL,<0.001*,2020-09-01
18,5,NULL,NULL,<0.000203*,2021-05-25
18,5,NULL,NULL,<0.0002*,2021-10-25
18,5,NULL,NULL,<0.0002*,2022-05-24
19,5,NULL,NULL,<0.001*,2019-01-08
19,5,NULL,NULL,<0.001*,2019-10-02
19,5,NULL,NULL,<0.001*,2020-03-30
19,5,NULL,NULL,<0.001*,2020-09-01
19,5,NULL,NULL,<0.000203*,2021-05-18
19,5,NULL,NULL,<0.0002*,2021-11-01
19,5,NULL,NULL,<0.0002*,2022-05-24
20,5,NULL,NULL,<0.001,2016-03-02
20,5,NULL,NULL,<0.001,2016-04-19
20,5,NULL,NULL,<0.001,2016-06-08
20,5,NULL,NULL,<0.001,2016-08-31
20,5,NULL,NULL,<0.001,2016-10-19
20,5,NULL,NULL,<0.001,2017-01-31
20,5,NULL,NULL,n/a,2017-03-21
20,5,NULL,NULL,<0.001,2017-05-02
20,5,NULL,NULL,<0.001,2017-06-06
20,5,NULL,NULL,n/a,2017-09-12
20,5,NULL,NULL,<0.001*,2018-01-24
20,5,NULL,NULL,<0.001*,2018-05-01
20,5,NULL,NULL,n/a,2018-08-28
20,5,NULL,NULL,<0.001*,2018-11-27
20,5,NULL,NULL,<0.001*,2019-05-29
20,5,NULL,NULL,<0.001*,2019-10-01
20,5,NULL,NULL,<0.001*,2020-03-31
20,5,NULL,NULL,<0.001*,2020-08-31
20,5,NULL,NULL,<0.000203*,2021-05-18
20,5,NULL,NULL,<0.0002*,2021-11-01
20,5,NULL,NULL,<0.0002*,2022-05-24
21,5,NULL,NULL,<0.001*,2019-07-31
21,5,NULL,NULL,n/a,2019-07-31
21,5,NULL,NULL,<0.001*,2019-10-01
21,5,NULL,NULL,<0.001*,2020-04-01
21,5,NULL,NULL,<0.001*,2020-09-01
21,5,NULL,NULL,<0.000203*,2021-05-19
21,5,NULL,NULL,<0.0002*,2021-10-26
21,5,NULL,NULL,<0.0002*,2022-05-23
22,5,NULL,NULL,n/a,2020-06-17
22,5,NULL,NULL,<0.001*,2020-09-01
22,5,NULL,NULL,<0.000203*,2021-05-19
22,5,NULL,NULL,<0.0002*,2021-11-01
22,5,NULL,NULL,<0.0002*,2022-05-24
23,5,NULL,NULL,<0.001*,2019-07-31
23,5,NULL,NULL,n/a,2019-07-31
23,5,NULL,NULL,<0.001*,2019-10-01
23,5,NULL,NULL,n/a,2020-05-12
23,5,NULL,NULL,<0.001*,2020-09-01
23,5,NULL,NULL,<0.000203*,2021-05-25
23,5,NULL,NULL,<0.0002*,2021-10-26
23,5,NULL,NULL,<0.0002*,2022-05-24
24,5,NULL,NULL,<0.001*,2019-07-31
24,5,NULL,NULL,n/a,2019-07-31
24,5,NULL,NULL,<0.001*,2019-10-01
24,5,NULL,NULL,<0.001*,2020-04-01
24,5,NULL,NULL,<0.001*,2020-09-01
24,5,NULL,NULL,<0.000203*,2021-05-24
24,5,NULL,NULL,<0.0002*,2021-10-26
24,5,NULL,NULL,<0.0002*,2022-05-25
25,5,NULL,NULL,n/a,2020-06-16
25,5,NULL,NULL,<0.001*,2020-09-01
25,5,NULL,NULL,<0.000203*,2021-05-17
25,5,NULL,NULL,<0.0002*,2021-10-26
25,5,NULL,NULL,<0.0002*,2022-05-25
26,5,NULL,NULL,<0.001*,2019-01-08
26,5,NULL,NULL,<0.001*,2019-10-02
26,5,NULL,NULL,<0.001*,2020-03-31
26,5,NULL,NULL,<0.001*,2020-09-02
26,5,NULL,NULL,<0.000203*,2021-05-25
26,5,NULL,NULL,<0.0002*,2021-10-26
26,5,NULL,NULL,<0.0002*,2022-05-24
27,5,NULL,NULL,n/a,2020-06-17
27,5,NULL,NULL,<0.001*,2020-09-02
27,5,NULL,NULL,<0.000203*,2021-05-24
27,5,NULL,NULL,<0.0002*,2021-11-02
27,5,NULL,NULL,<0.0002*,2022-05-25
28,5,NULL,NULL,n/a,2020-06-17
28,5,NULL,NULL,<0.001*,2020-09-02
28,5,NULL,NULL,<0.000203*,2021-05-24
28,5,NULL,NULL,<0.0002*,2021-11-02
28,5,NULL,NULL,<0.0002*,2022-05-25
29,5,NULL,NULL,<0.001,2016-03-02
29,5,NULL,NULL,<0.001,2016-04-19
29,5,NULL,NULL,<0.001,2016-06-07
29,5,NULL,NULL,<0.001,2016-08-31
29,5,NULL,NULL,<0.001,2016-10-19
29,5,NULL,NULL,<0.001,2017-01-31
29,5,NULL,NULL,n/a,2017-03-21
29,5,NULL,NULL,<0.001,2017-05-02
29,5,NULL,NULL,<0.001,2017-06-06
29,5,NULL,NULL,n/a,2017-09-12
29,5,NULL,NULL,<0.001*,2018-01-24
29,5,NULL,NULL,<0.001*,2018-05-01
29,5,NULL,NULL,n/a,2018-08-28
29,5,NULL,NULL,<0.001*,2018-11-27
29,5,NULL,NULL,<0.001*,2019-05-29
29,5,NULL,NULL,<0.001*,2019-10-01
29,5,NULL,NULL,<0.001*,2020-03-31
29,5,NULL,NULL,<0.001*,2020-09-01
29,5,NULL,NULL,<0.000203*,2021-05-18
29,5,NULL,NULL,<0.0002*,2021-11-01
29,5,NULL,NULL,<0.0002*,2022-05-25
30,5,NULL,NULL,<0.001,2016-03-01
30,5,NULL,NULL,<0.001,2016-04-19
30,5,NULL,NULL,<0.001,2016-06-07
30,5,NULL,NULL,<0.001,2016-08-30
30,5,NULL,NULL,<0.001,2016-10-19
30,5,NULL,NULL,<0.001,2017-01-31
30,5,NULL,NULL,n/a,2017-03-21
30,5,NULL,NULL,<0.001,2017-05-02
30,5,NULL,NULL,<0.001,2017-06-06
30,5,NULL,NULL,n/a,2017-09-12
30,5,NULL,NULL,<0.001*,2018-01-24
30,5,NULL,NULL,<0.001*,2018-05-01
30,5,NULL,NULL,n/a,2018-08-28
30,5,NULL,NULL,<0.001*,2018-11-27
30,5,NULL,NULL,<0.001*,2019-05-29
30,5,NULL,NULL,<0.001*,2019-10-01
30,5,NULL,NULL,<0.001*,2020-03-31
30,5,NULL,NULL,<0.001*,2020-09-01
30,5,NULL,NULL,<0.000203*,2021-05-18
30,5,NULL,NULL,<0.0002*,2021-11-01
30,5,NULL,NULL,<0.0002*,2022-05-25
31,5,NULL,NULL,<0.001,2016-03-01
31,5,NULL,NULL,<0.001,2016-04-20
31,5,NULL,NULL,<0.001,2016-06-07
31,5,NULL,NULL,<0.001,2016-08-30
31,5,NULL,NULL,<0.001,2016-10-18
31,5,NULL,NULL,<0.001,2017-01-31
31,5,NULL,NULL,n/a,2017-03-22
31,5,NULL,NULL,<0.001,2017-05-03
31,5,NULL,NULL,<0.001,2017-06-07
31,5,NULL,NULL,n/a,2017-09-14
31,5,NULL,NULL,<0.001*,2018-01-24
31,5,NULL,NULL,<0.001*,2018-05-02
31,5,NULL,NULL,n/a,2018-08-29
31,5,NULL,NULL,<0.001*,2018-11-27
31,5,NULL,NULL,<0.001*,2019-05-29
31,5,NULL,NULL,<0.001*,2019-10-01
31,5,NULL,NULL,<0.001*,2020-03-31
31,5,NULL,NULL,<0.001*,2020-09-01
31,5,NULL,NULL,<0.0002*,2021-11-02
31,5,NULL,NULL,<0.0002*,2022-05-25
32,5,NULL,NULL,<0.001*,2019-01-08
32,5,NULL,NULL,<0.001*,2019-10-02
32,5,NULL,NULL,<0.001*,2020-03-31
32,5,NULL,NULL,<0.001*,2020-09-01
32,5,NULL,NULL,<0.0002*,2021-11-02
32,5,NULL,NULL,<0.0002*,2022-05-25
33,5,NULL,NULL,<0.001,2016-03-01
33,5,NULL,NULL,<0.001,2016-04-19
33,5,NULL,NULL,<0.001,2016-06-07
33,5,NULL,NULL,<0.001,2016-08-30
33,5,NULL,NULL,<0.001,2016-10-19
33,5,NULL,NULL,<0.001,2017-01-31
33,5,NULL,NULL,n/a,2017-03-22
33,5,NULL,NULL,<0.001,2017-05-03
33,5,NULL,NULL,<0.001,2017-06-07
33,5,NULL,NULL,n/a,2017-09-14
33,5,NULL,NULL,<0.001*,2018-01-24
33,5,NULL,NULL,<0.001*,2018-05-02
33,5,NULL,NULL,n/a,2018-08-29
33,5,NULL,NULL,<0.001*,2018-11-28
33,5,NULL,NULL,<0.001*,2019-05-29
33,5,NULL,NULL,<0.001*,2019-10-01
33,5,NULL,NULL,<0.001*,2020-03-31
33,5,NULL,NULL,<0.001*,2020-09-02
33,5,NULL,NULL,<0.000203*,2021-05-17
33,5,NULL,NULL,7E-05(J),2021-11-02
33,5,NULL,NULL,0.00031,2022-05-25
34,5,NULL,NULL,<0.001,2016-03-01
34,5,NULL,NULL,<0.001,2016-04-20
34,5,NULL,NULL,<0.001,2016-06-07
34,5,NULL,NULL,<0.001,2016-08-31
34,5,NULL,NULL,<0.001,2016-10-19
34,5,NULL,NULL,<0.001,2017-01-31
34,5,NULL,NULL,n/a,2017-03-22
34,5,NULL,NULL,<0.001,2017-05-03
34,5,NULL,NULL,<0.001,2017-06-07
34,5,NULL,NULL,n/a,2017-09-14
34,5,NULL,NULL,<0.001*,2018-01-24
34,5,NULL,NULL,<0.001*,2018-05-02
34,5,NULL,NULL,<0.001*,2018-11-28
34,5,NULL,NULL,<0.001*,2019-05-29
34,5,NULL,NULL,<0.001*,2019-09-30
34,5,NULL,NULL,<0.001*,2020-03-30
34,5,NULL,NULL,<0.001*,2020-09-02
34,5,NULL,NULL,<0.000203*,2021-05-18
34,5,NULL,NULL,<0.0002*,2021-10-27
34,5,NULL,NULL,<0.0002*,2022-05-24
35,5,NULL,NULL,<0.001*,2019-01-09
35,5,NULL,NULL,<0.001*,2019-10-01
35,5,NULL,NULL,n/a,2019-12-02
35,5,NULL,NULL,<0.001*,2020-03-30
35,5,NULL,NULL,<0.001*,2020-09-02
35,5,NULL,NULL,<0.000203*,2021-05-18
35,5,NULL,NULL,<0.0002*,2021-10-27
35,5,NULL,NULL,<0.0002*,2022-05-24
36,5,NULL,NULL,<0.001,2016-03-01
36,5,NULL,NULL,<0.001,2016-04-20
36,5,NULL,NULL,<0.001,2016-06-07
36,5,NULL,NULL,<0.001,2016-08-30
36,5,NULL,NULL,<0.001,2016-10-18
36,5,NULL,NULL,<0.001,2017-01-31
36,5,NULL,NULL,n/a,2017-03-22
36,5,NULL,NULL,<0.001,2017-05-03
36,5,NULL,NULL,<0.001,2017-06-07
36,5,NULL,NULL,n/a,2017-09-14
36,5,NULL,NULL,<0.001*,2018-01-24
36,5,NULL,NULL,<0.001*,2018-05-02
36,5,NULL,NULL,n/a,2018-08-29
36,5,NULL,NULL,<0.001*,2018-11-27
36,5,NULL,NULL,<0.001*,2019-05-29
36,5,NULL,NULL,<0.001*,2019-09-30
36,5,NULL,NULL,<0.001*,2020-03-30
36,5,NULL,NULL,<0.001*,2020-09-02
36,5,NULL,NULL,<0.000203*,2021-05-11
36,5,NULL,NULL,<0.0002*,2021-10-26
36,5,NULL,NULL,<0.0002*,2022-05-24
37,5,NULL,NULL,<0.001*,2019-01-09
37,5,NULL,NULL,<0.001*,2019-10-01
37,5,NULL,NULL,<0.001*,2020-03-30
37,5,NULL,NULL,<0.001*,2020-09-02
37,5,NULL,NULL,<0.000203*,2021-05-18
37,5,NULL,NULL,<0.0002*,2021-10-26
37,5,NULL,NULL,<0.0002*,2022-05-23
38,5,NULL,NULL,<0.001,2016-03-01
38,5,NULL,NULL,<0.001,2016-04-20
38,5,NULL,NULL,<0.001,2016-06-08
38,5,NULL,NULL,<0.001,2016-08-31
38,5,NULL,NULL,<0.001,2016-10-19
38,5,NULL,NULL,<0.001,2017-02-01
38,5,NULL,NULL,n/a,2017-03-22
38,5,NULL,NULL,<0.001,2017-05-03
38,5,NULL,NULL,<0.001,2017-06-07
38,5,NULL,NULL,n/a,2017-09-14
38,5,NULL,NULL,<0.001*,2018-01-23
38,5,NULL,NULL,<0.001*,2018-05-02
38,5,NULL,NULL,n/a,2018-08-28
38,5,NULL,NULL,<0.001*,2018-11-28
38,5,NULL,NULL,<0.001*,2019-05-30
38,5,NULL,NULL,<0.001*,2019-09-30
38,5,NULL,NULL,<0.001*,2020-03-31
38,5,NULL,NULL,<0.001*,2020-09-02
38,5,NULL,NULL,<0.000203*,2021-05-18
38,5,NULL,NULL,<0.0002*,2021-10-27
38,5,NULL,NULL,<0.0002*,2022-05-24
39,5,NULL,NULL,n/a,2019-01-08
40,5,NULL,NULL,n/a,2019-01-09
41,5,NULL,NULL,n/a,2019-01-09
42,5,NULL,NULL,<0.001*,2016-02-23
42,5,NULL,NULL,<0.001*,2016-04-19
42,5,NULL,NULL,<0.001*,2016-06-06
42,5,NULL,NULL,<0.001*,2016-08-30
42,5,NULL,NULL,<0.001*,2016-10-18
42,5,NULL,NULL,<0.001*,2017-01-31
42,5,NULL,NULL,n/a,2017-03-20
42,5,NULL,NULL,<0.001*,2017-05-02
42,5,NULL,NULL,n/a,2017-05-02
42,5,NULL,NULL,<0.001*,2017-06-06
42,5,NULL,NULL,n/a,2017-06-06
42,5,NULL,NULL,n/a,2017-09-13
42,5,NULL,NULL,<0.001*,2018-01-23
42,5,NULL,NULL,<0.001*,2018-05-02
42,5,NULL,NULL,<0.001*,2018-11-27
42,5,NULL,NULL,<0.001*,2019-05-29
42,5,NULL,NULL,<0.001*,2019-10-02
42,5,NULL,NULL,<0.001*,2020-03-31
42,5,NULL,NULL,<0.001*,2020-09-09
42,5,NULL,NULL,<0.000203*,2021-05-12
42,5,NULL,NULL,<0.0002*,2021-10-19
42,5,NULL,NULL,<0.0002*,2022-05-31
43,5,NULL,NULL,<0.001*,2016-02-23
43,5,NULL,NULL,<0.001*,2016-04-19
43,5,NULL,NULL,<0.001*,2016-06-07
43,5,NULL,NULL,<0.001*,2016-08-30
43,5,NULL,NULL,<0.001*,2016-10-18
43,5,NULL,NULL,<0.001*,2017-01-31
43,5,NULL,NULL,n/a,2017-03-20
43,5,NULL,NULL,<0.001*,2017-05-02
43,5,NULL,NULL,n/a,2017-05-02
43,5,NULL,NULL,<0.001*,2017-06-06
43,5,NULL,NULL,n/a,2017-06-06
43,5,NULL,NULL,n/a,2017-09-13
43,5,NULL,NULL,<0.001*,2018-01-23
43,5,NULL,NULL,<0.001*,2018-05-01
43,5,NULL,NULL,<0.001*,2018-11-27
43,5,NULL,NULL,<0.001*,2019-05-29
43,5,NULL,NULL,<0.001*,2019-10-02
43,5,NULL,NULL,<0.001*,2020-03-31
43,5,NULL,NULL,<0.001*,2020-09-09
43,5,NULL,NULL,<0.000203*,2021-05-11
43,5,NULL,NULL,<0.0002*,2021-10-19
43,5,NULL,NULL,<0.0002*,2022-05-31
44,5,NULL,NULL,<0.001*,2016-02-23
44,5,NULL,NULL,<0.001*,2016-04-19
44,5,NULL,NULL,<0.001*,2016-06-07
44,5,NULL,NULL,<0.001*,2016-08-30
44,5,NULL,NULL,<0.001*,2016-10-18
44,5,NULL,NULL,<0.001*,2017-01-31
44,5,NULL,NULL,n/a,2017-03-20
44,5,NULL,NULL,<0.001*,2017-05-02
44,5,NULL,NULL,n/a,2017-05-02
44,5,NULL,NULL,<0.001*,2017-06-06
44,5,NULL,NULL,n/a,2017-06-06
44,5,NULL,NULL,n/a,2017-09-13
44,5,NULL,NULL,<0.001*,2018-01-23
44,5,NULL,NULL,<0.001*,2018-05-01
44,5,NULL,NULL,<0.001*,2018-11-27
44,5,NULL,NULL,<0.001*,2019-05-29
44,5,NULL,NULL,<0.001*,2019-10-02
44,5,NULL,NULL,<0.001*,2020-03-31
44,5,NULL,NULL,<0.001*,2020-09-09
44,5,NULL,NULL,<0.000203*,2021-05-11
44,5,NULL,NULL,7E-05(J),2021-10-18
44,5,NULL,NULL,<0.0002*,2022-05-31
45,5,NULL,NULL,<0.001*,2016-02-23
45,5,NULL,NULL,<0.001*,2016-04-19
45,5,NULL,NULL,<0.001*,2016-06-06
45,5,NULL,NULL,<0.001*,2016-08-30
45,5,NULL,NULL,<0.001*,2016-10-18
45,5,NULL,NULL,<0.001*,2017-01-31
45,5,NULL,NULL,n/a,2017-03-20
45,5,NULL,NULL,<0.001*,2017-05-02
45,5,NULL,NULL,n/a,2017-05-02
45,5,NULL,NULL,<0.001*,2017-06-06
45,5,NULL,NULL,n/a,2017-06-06
45,5,NULL,NULL,n/a,2017-09-12
45,5,NULL,NULL,<0.001*,2018-01-23
45,5,NULL,NULL,<0.001*,2018-05-01
45,5,NULL,NULL,<0.001*,2018-11-26
45,5,NULL,NULL,<0.001*,2019-05-28
45,5,NULL,NULL,<0.001*,2019-10-02
45,5,NULL,NULL,<0.001*,2020-03-31
45,5,NULL,NULL,<0.001*,2020-09-08
45,5,NULL,NULL,<0.000203*,2021-05-11
45,5,NULL,NULL,<0.0002*,2021-10-18
45,5,NULL,NULL,<0.0002*,2022-05-31
1,6,NULL,NULL,46.5,2016-03-02
1,6,NULL,NULL,49,2016-04-19
1,6,NULL,NULL,33.5,2016-06-08
1,6,NULL,NULL,34.2,2016-08-31
1,6,NULL,NULL,35.1,2016-10-19
1,6,NULL,NULL,38.5,2017-01-31
1,6,NULL,NULL,n/a,2017-03-21
1,6,NULL,NULL,35.1,2017-05-02
1,6,NULL,NULL,32.4,2017-06-06
1,6,NULL,NULL,40.5,2017-09-13
1,6,NULL,NULL,n/a,2018-01-24
1,6,NULL,NULL,39.7,2018-05-01
1,6,NULL,NULL,37.2,2018-08-28
1,6,NULL,NULL,35.8,2018-11-28
1,6,NULL,NULL,33.4,2019-05-29
1,6,NULL,NULL,36.7,2019-10-01
1,6,NULL,NULL,33.7,2020-03-30
1,6,NULL,NULL,40.5,2020-09-01
1,6,NULL,NULL,39.5,2021-05-18
1,6,NULL,NULL,38.4,2021-11-01
1,6,NULL,NULL,43.9,2022-05-24
2,6,NULL,NULL,50.6,2016-03-01
2,6,NULL,NULL,49.1,2016-04-20
2,6,NULL,NULL,48.7,2016-06-08
2,6,NULL,NULL,57.9,2016-08-31
2,6,NULL,NULL,52.2,2016-10-19
2,6,NULL,NULL,n/a,2016-10-19
2,6,NULL,NULL,47.6,2017-02-01
2,6,NULL,NULL,n/a,2017-03-22
2,6,NULL,NULL,51.3,2017-05-03
2,6,NULL,NULL,51.4,2017-06-07
2,6,NULL,NULL,54.9,2017-09-14
2,6,NULL,NULL,n/a,2018-01-23
2,6,NULL,NULL,53.3,2018-05-02
2,6,NULL,NULL,56.4,2018-08-28
2,6,NULL,NULL,54.2,2018-11-28
2,6,NULL,NULL,60.5,2019-05-30
2,6,NULL,NULL,n/a,2019-07-31
2,6,NULL,NULL,63.1,2019-09-30
2,6,NULL,NULL,63.6,2020-03-31
2,6,NULL,NULL,57.2,2020-09-01
2,6,NULL,NULL,62.7,2021-05-11
2,6,NULL,NULL,64.2,2021-10-27
2,6,NULL,NULL,63.9,2022-05-24
2,6,NULL,NULL,n/a,2022-05-24
3,6,NULL,NULL,57.2,2019-01-08
3,6,NULL,NULL,61.2,2019-10-01
3,6,NULL,NULL,66.6,2020-03-31
3,6,NULL,NULL,57.3,2020-09-01
3,6,NULL,NULL,64,2021-05-18
3,6,NULL,NULL,61.6,2021-10-27
3,6,NULL,NULL,65,2022-05-24
4,6,NULL,NULL,35.3,2016-03-01
4,6,NULL,NULL,28.9,2016-04-20
4,6,NULL,NULL,27.6,2016-06-08
4,6,NULL,NULL,25.4,2016-08-31
4,6,NULL,NULL,25.7,2016-10-19
4,6,NULL,NULL,25.6,2017-02-01
4,6,NULL,NULL,n/a,2017-03-22
4,6,NULL,NULL,24,2017-05-03
4,6,NULL,NULL,25.2,2017-06-07
4,6,NULL,NULL,25.5,2017-09-13
4,6,NULL,NULL,n/a,2018-01-23
4,6,NULL,NULL,25.2,2018-05-02
4,6,NULL,NULL,25.6,2018-08-29
